Boston Red Sox,,Fenway Park,Boston Beer Company (Samuel Adams),"30 Germania St, Boston, MA 02130",42.314548,-71.102882
Cincinnati Reds,Sam Adams Summer Ale,Great American Ball Park,Boston Beer Company (Samuel Adams),"30 Germania St, Boston, MA 02130",42.314548,-71.102882
New York Yankees,,Yankee Stadium,Boston Beer Company (Samuel Adams),"30 Germania St, Boston, MA 02130",42.314548,-71.102882
St. Louis Cardinals,Sam Adams Boston Lager,Busch Stadium,Boston Beer Company (Samuel Adams),"30 Germania St, Boston, MA 02130",42.314548,-71.102882
Tampa Bay Rays,Samuel Adams Boston Lager,Tropicana Field,Boston Beer Company (Samuel Adams),"30 Germania St, Boston, MA 02130",42.314548,-71.102882
Detroit Tigers,,Comerica Park,Red Jacket Brewing Co.,"300 6th St, Calumet, MI 49913",47.2464521,-88.4535254
Arizona Diamondbacks,Phoenix Ale Brewery Camelback IPA,Chase Field,The Phoenix Ale Brewery,"3002 E Washington St, Phoenix, AZ 85034",33.45004,-112.01691
Arizona Diamondbacks,,Chase Field,Grand Canyon Brewing Co.,"301 N 7th St, Williams, AZ 86046",35.25156,-112.195969
Boston Red Sox,Harpoon Octoberfest Beer,Fenway Park,Harpoon Brewery & Beer Hall,"306 Northern Ave, Boston, MA 02210",42.3465637,-71.0348293
Kansas City Royals,,Kauffman Stadium,Harpoon Brewery & Beer Hall,"306 Northern Ave, Boston, MA 02210",42.3465637,-71.0348293
Kansas City Royals,,Kauffman Stadium,Kansas City Bier Company,"310 W 79th St, Kansas City, MO 64114",38.9854848,-94.5936712
Los Angeles Angels of Anaheim,,Angel Stadium,Chihuahua Rico,"3107 Newport Blvd, Newport Beach, CA 92663",33.6156843,-117.9305113
Cincinnati Reds,Deschutes Mirror Pond Pale Ale,Great American Ball Park,Deschutes Brewery,"315 Market St SE, Roanoke, VA 24011",37.2709487,-79.9391837
Kansas City Royals,,Kauffman Stadium,Deschutes Brewery,"315 Market St SE, Roanoke, VA 24011",37.2709487,-79.9391837
Baltimore Orioles,Southern Tier 422 Wheat Ale,Oriole Park at Camden Yards,Southern Tier Brewing Company,"316 N Shore Dr, Pittsburgh, PA 15212",40.4464115,-80.008595
New York Mets,Southern Tier Brewing Company IPA,Citi Field,Southern Tier Brewing Company,"316 N Shore Dr, Pittsburgh, PA 15212",40.4464115,-80.008595
Pittsburgh Pirates,,PNC Park,Southern Tier Brewing Company,"316 N Shore Dr, Pittsburgh, PA 15212",40.4464115,-80.008595
Washington Nationals,,Nationals Park,DC Brau,"3178 Bladensburg Rd NE Suite B, Washington, DC 20018",38.9297174,-76.9601984
San Francisco Giants,,Oracle Park,HenHouse Brewing Company,"322 Bellevue Ave, Santa Rosa, CA 95407",38.4017722,-122.7241302
St. Louis Cardinals,Urban Chestnut Hopfe,Busch Stadium,Urban Chestnut Brewing Company,"3229 Washington Ave, St. Louis, MO 63103",38.637929,-90.225791
Miami Marlins,,Marlins Park,Concrete Beach,"325 NW 24th St, Miami, FL 33127",25.800253,-80.2009157
Cincinnati Reds,Mad Tree PsycHOPathy IPA,Great American Ball Park,MadTree Brewing,"3301 Madison Rd, Cincinnati, OH 45209",39.1563725,-84.4239715
Philadelphia Phillies,Sly Fox Brewing Company Pikeland Pils,Citizens Bank Park,Sly Fox Brewing Company,"331 Circle of Progress Dr, Pottstown, PA 19464",40.2633893,-75.6663231
San Francisco Giants,,Oracle Park,Plow Brewing Company,"3334 Industrial Dr, Santa Rosa, CA 95403",38.474275,-122.7400727
Cleveland Indians,,Progressive Field,Market Garden Brewery,"3418, 1947 W 25th St, Cleveland, OH 44113",41.469926,-81.699717
Baltimore Orioles,Oscar Blues Dale's Pale Ale,Oriole Park at Camden Yards,Oskar Blues Brewery,"342 Mountain Industrial Dr, Brevard, NC 28712",35.2536956,-82.7069595
Colorado Rockies,Oskar Blues Dale's Pale Ale,Coors Field,Oskar Blues Brewery,"342 Mountain Industrial Dr, Brevard, NC 28712",35.2536956,-82.7069595
Texas Rangers,Oskar Blues Dale's Pale Ale,Globe Life Park in Arlington,Oskar Blues Brewery,"342 Mountain Industrial Dr, Brevard, NC 28712",35.2536956,-82.7069595
Kansas City Royals,Sante Fe Java Stout,Kauffman Stadium,Sante Fe Brewing,"35 Fire Pl, Santa Fe, NM 87508",35.596542,-106.0515883
Milwaukee Brewers,,Miller Park,Central Water Brewing,"351 Allen St, Amherst, WI 54406",44.4421941,-89.2797349
Cincinnati Reds,Bell's Oberon Pale Wheat Ale,Great American Ball Park,Bell's Brewery,"355 E Kalamazoo Ave, Kalamazoo, MI 49007",42.2949155,-85.5788729
Cleveland Indians,Bell's Two Hearted Ale,Progressive Field,Bell's Brewery,"355 E Kalamazoo Ave, Kalamazoo, MI 49007",42.2949155,-85.5788729
Detroit Tigers,Bell's Two Hearted Ale,Comerica Park,Bell's Brewery,"355 E Kalamazoo Ave, Kalamazoo, MI 49007",42.2949155,-85.5788729
Milwaukee Brewers,Bell's Oberon Ale,Miller Park,Bell's Brewery,"355 E Kalamazoo Ave, Kalamazoo, MI 49007",42.2949155,-85.5788729
Pittsburgh Pirates,Bell's Two Hearted Ale,PNC Park,Bell's Brewery,"355 E Kalamazoo Ave, Kalamazoo, MI 49007",42.2949155,-85.5788729
St. Louis Cardinals,,Busch Stadium,Bell's Brewery,"355 E Kalamazoo Ave, Kalamazoo, MI 49007",42.2949155,-85.5788729
New York Mets,,Citi Field,Oyster Bay Brewing Company,"36 Audrey Ave, Oyster Bay, NY 11771",40.8730497,-73.5314032
Los Angeles Angels of Anaheim,,Angel Stadium,Modern Times,"3725 Greenwood St, San Diego, CA 92110",32.754233,-117.206153
San Diego Padres,,Petco Park,Mike Hess Brewing,"3812 Grim Ave, San Diego, CA 92104",32.7477063,-117.128479
Tampa Bay Rays,,Tropicana Field,Brew Hub,"3900 Frontage Rd S, Lakeland, FL 33815",27.996053,-81.978814
Seattle Mariners,Schooner Exact King Street Brown,T-Mobile Park,Schooner Exact Brewing Company,"3901 1st Ave S, Seattle, WA 98134",47.5678008,-122.3354879
Pittsburgh Pirates,,PNC Park,Cigar City Brewing Company,"3924 W Spruce St, Tampa, FL 33607",27.959172,-82.509195
Tampa Bay Rays,,Tropicana Field,Cigar City Brewing Company,"3924 W Spruce St, Tampa, FL 33607",27.959172,-82.509195
New York Mets,,Citi Field,LIC Beer Project,"39-28 23rd St, Long Island City, NY 11101",40.7548039,-73.9392521
New York Mets,,Citi Field,LIC Beer Project,"39-28 23rd St, Long Island City, NY 11101",40.7548039,-73.9392521
Washington Nationals,,Nationals Park,Port City Brewing,"3950 Wheeler Ave, Alexandria, VA 22304",38.8080316,-77.1014923
Los Angeles Dodgers,Stone Brewing Co. Stone IPA,Dodger Stadium,Firestone Walker Brewing Co.,"3993, 1400 Ramada Dr, Paso Robles, CA 93446",35.568763,-120.699865
Oakland Athletics,,RingCentral Coliseum,Firestone Walker Brewing Co.,"3993, 1400 Ramada Dr, Paso Robles, CA 93446",35.568763,-120.699865
New York Mets,Sixpoint Brewery Bengali Tiger,Citi Field,Sixpoint Brewery,"40 Van Dyke St, Brooklyn, NY 11231",40.6739726,-74.0119176
Cincinnati Reds,Kentucky Bourbon Barrel Ale,Great American Ball Park,Alltech's Lexington Brewing and Distilling Co.,"401 Cross St, Lexington, KY 40508",38.049763,-84.509506
Detroit Tigers,,Comerica Park,Keweenaw Brewing,"408 Shelden Ave, Houghton, MI 49931",47.1219857,-88.5687729
San Francisco Giants,,Oracle Park,Temescal Brewing,"4115 Telegraph Ave, Oakland, CA 94609",37.8359699,-122.2626356
Seattle Mariners,Iron Horse Brewing Irish Death,T-Mobile Park,Iron Horse Brewing,"412 N Main St, Ellensburg, WA 98926",46.9956956,-120.5485044
Minnesota Twins,Fulton Lonely Blonde,Target Field,Fulton Brewing Taproom,"414 N 6th Ave, Minneapolis, MN 55401",44.9842709,-93.2795926
Philadelphia Phillies,Victory Brewing Company Hop Devil Ale,Citizens Bank Park,Victory Brewing Company,"420 Acorn Ln, Downingtown, PA 19335",40.0051117,-75.6940069
Pittsburgh Pirates,Victory Hop Devil Ale,PNC Park,Victory Brewing Company,"420 Acorn Ln, Downingtown, PA 19335",40.0051117,-75.6940069
Seattle Mariners,Victory Prima Pils,T-Mobile Park,Victory Brewing Company,"420 Acorn Ln, Downingtown, PA 19335",40.0051117,-75.6940069
Atlanta Braves,Yuengling,SunTrust Park,"D.G. Yuengling & Son, Inc.","420 Mahantongo St, Pottsville, PA 17901",40.68456,-76.19438
Atlanta Braves,Yuengling Light,SunTrust Park,"D.G. Yuengling & Son, Inc.","420 Mahantongo St, Pottsville, PA 17901",40.68456,-76.19438
Cincinnati Reds,Yuengling Traditional Lager,Great American Ball Park,"D.G. Yuengling & Son, Inc.","420 Mahantongo St, Pottsville, PA 17901",40.68456,-76.19438
Miami Marlins,,Marlins Park,"D.G. Yuengling & Son, Inc.","420 Mahantongo St, Pottsville, PA 17901",40.68456,-76.19438
Pittsburgh Pirates,,PNC Park,"D.G. Yuengling & Son, Inc.","420 Mahantongo St, Pottsville, PA 17901",40.68456,-76.19438
Baltimore Orioles,,Oriole Park at Camden Yards,Oliver Brewing Co.,"4216 Shannon Dr, Baltimore, MD 21213",39.3149018,-76.5531768
Chicago Cubs,,Wrigley Field,Half Acre Beer Company,"4257 N Lincoln Ave, Chicago, IL 60618",41.9591945,-87.6820201
Chicago White Sox,,Guaranteed Rate Field,Half Acre Beer Company,"4257 N Lincoln Ave, Chicago, IL 60618",41.9591945,-87.6820201
Milwaukee Brewers,,Miller Park,Fox River Brewery,"4301 W Wisconsin Ave, Appleton, WI 54913",44.2731545,-88.4358336
Chicago White Sox,,Guaranteed Rate Field,Two Brothers Tap House and Brewery,"4321 N Scottsdale Rd, Scottsdale, AZ 85251",33.6688016,-111.9253721
Cincinnati Reds,Mt. Carmel Nut Brown Ale,Great American Ball Park,Mt. Carmel Brewing Company,"4362 Mt Carmel Tobasco Rd, Cincinnati, OH 45244",39.093672,-84.300606
Baltimore Orioles,,Oriole Park at Camden Yards,Manor Hill Brewing,"4411 Manor Ln, Ellicott City, MD 21042",39.266086,-76.891007
St. Louis Cardinals,O'Fallon Wheach,Busch Stadium,O'Fallon Brewery,"45 Progress Pkwy, Maryland Heights, MO 63043",38.7141567,-90.44581
Seattle Mariners,Diamond Knot IPA,T-Mobile Park,Diamond Knot Brewery,"4602 Chennault Beach Rd b2, Mukilteo, WA 98275",47.896152,-122.295403
Baltimore Orioles,Flying Dog Snake Dog IPA,Oriole Park at Camden Yards,Flying Dog Brewery,"4607 Wedgewood Blvd, Frederick, MD 21703",39.3628322,-77.4267911
Washington Nationals,Flying Dog Brewery Gonzo Imperial Porter,Nationals Park,Flying Dog Brewery,"4607 Wedgewood Blvd, Frederick, MD 21703",39.3628322,-77.4267911
Baltimore Orioles,Heavy Seas Loose Canno,Oriole Park at Camden Yards,Heavy Seas Beer,"4615 Hollins Ferry Rd, Halethorpe, MD 21227",39.2320796,-76.6758041
Baltimore Orioles,Lancaster Strawberry Wheat,Oriole Park at Camden Yards,Lancaster Brewing Company,"469 Eisenhower Blvd, Harrisburg, PA 17111",40.250117,-76.81344
Detroit Tigers,,Comerica Park,Motor City Brewing Works,"470 W Canfield St, Detroit, MI 48201",42.3518156,-83.0660373
Seattle Mariners,Two Beers EVO IPA,T-Mobile Park,Two Beers Brewing Co.,"4700 Ohio Ave S, Seattle, WA 98134",47.5605648,-122.3377084
Seattle Mariners,Northwest Brewing Joker Amber Ale,T-Mobile Park,NW Peaks Brewery,"4818 17th Ave NW, Seattle, WA 98107",47.664253,-122.378716
Colorado Rockies,Avery India Pale Ale (IPA),Coors Field,Avery Brewing Company,"4910 Nautilus Ct N, Boulder, CO 80301",40.0625835,-105.2047652
Kansas City Royals,,Kauffman Stadium,Avery Brewing Company,"4910 Nautilus Ct N, Boulder, CO 80301",40.0625835,-105.2047652
Texas Rangers,Franconia Lager,Globe Life Park in Arlington,Franconia Brewing Company,"495 McKinney Pkwy, McKinney, TX 75071",33.213003,-96.6091177
Boston Red Sox,Cisco Brewers Whale's Tale Pale Ale,Fenway Park,Cisco Brewers Inc.,"5 Bartlett Farm Rd, Nantucket, MA 02554",41.2631674,-70.131432
Pittsburgh Pirates,,PNC Park,Rusty Rail Brewing Company,"5 N 8th St #1, Mifflinburg, PA 17844",40.915776,-77.0529947
Washington Nationals,Allagash Saison Ale,Nationals Park,Allagash Brewing Company,"50 Industrial Way, Portland, ME 04103",43.7030951,-70.3179518
Washington Nationals,,Nationals Park,Devils Backbone,"50 N Wind Ln, Lexington, VA 24450",37.821577,-79.391205
Kansas City Royals,Martin City Abbey,Kauffman Stadium,Martin City Brewing Company,"500 E 135th St, Kansas City, MO 64145",38.8827467,-94.589822
Texas Rangers,,Globe Life Park in Arlington,Legal Draft Beer Co.,"500 E Division St, Arlington, TX 76011",32.7379791,-97.1026034
Texas Rangers,,Globe Life Park in Arlington,Legal Draft Beer Co.,"500 E Division St, Arlington, TX 76011",32.7379791,-97.1026034
Arizona Diamondbacks,,Chase Field,New Belgium Brewing,"500 Linden St, Fort Collins, CO 80524",40.59342,-105.0684
Baltimore Orioles,New Belgium Fat Tire,Oriole Park at Camden Yards,New Belgium Brewing,"500 Linden St, Fort Collins, CO 80524",40.59342,-105.0684
Cincinnati Reds,New Belgium Fat Tire Amber Ale,Great American Ball Park,New Belgium Brewing,"500 Linden St, Fort Collins, CO 80524",40.59342,-105.0684
Los Angeles Angels of Anaheim,New Belgium Brewing Ranger,Angel Stadium,New Belgium Brewing,"500 Linden St, Fort Collins, CO 80524",40.59342,-105.0684
Milwaukee Brewers,New Belgium Brewing Ranger,Miller Park,New Belgium Brewing,"500 Linden St, Fort Collins, CO 80524",40.59342,-105.0684
St. Louis Cardinals,Ranger IPA,Busch Stadium,New Belgium Brewing,"500 Linden St, Fort Collins, CO 80524",40.59342,-105.0684
Tampa Bay Rays,New Belgium Fat Tire Amber Ale,Tropicana Field,New Belgium Brewing,"500 Linden St, Fort Collins, CO 80524",40.59342,-105.0684
Philadelphia Phillies,,Citizens Bank Park,Yards Brewing Company,"500 Spring Garden St, Philadelphia, PA 19123",39.9606683,-75.1471214
Seattle Mariners,,T-Mobile Park,Reuben's Brews,"5010 14th Ave NW, Seattle, WA 98107",47.6654087,-122.3732468
Minnesota Twins,,Target Field,Modist Brewing Co.,"505 N 3rd St, Minneapolis, MN 55401",44.9816901,-93.2708126
Baltimore Orioles,Full Sail Session Black Lager,Oriole Park at Camden Yards,Full Sail Brewing Company,"506 Columbia St, Hood River, OR 97031",45.7103601,-121.516566
Seattle Mariners,Full Sail Amber,T-Mobile Park,Full Sail Brewing Company,"506 Columbia St, Hood River, OR 97031",45.7103601,-121.516566
Seattle Mariners,Spire Dark & Dry; Dry cider,T-Mobile Park,Spire Mountain Ciders,"515 Jefferson St SE, Olympia, WA 98501",47.0442064,-122.896689
Minnesota Twins,Surly Furious,Target Field,Surly Brewing Company,"520 Malcolm Ave SE, Minneapolis, MN 55414",44.974285,-93.211203
Tampa Bay Rays,,Tropicana Field,Cycle Brewing,"534 Central Ave, St. Petersburg, FL 33701",27.7709069,-82.6409282
Baltimore Orioles,Starr Hill the Love,Oriole Park at Camden Yards,Starr Hill Brewery,"5391 Three Notch'd Rd, Crozet, VA 22932",38.068968,-78.694661
Tampa Bay Rays,,Tropicana Field,Saint Pete Brewing,"544 1st Ave N, St. Petersburg, FL 33701",27.7717902,-82.6410209
Miami Marlins,,Marlins Park,Veza Sur Brewing,"55 NW 25th St, Miami, FL 33127",25.8010656,-80.1962255
Toronto Blue Jays,,Rogers Centre,Sleeman Brewery,"551 Clair Rd W, Guelph, ON N1L 1E9, Canada",43.490829,-80.206681
Tampa Bay Rays,,Tropicana Field,Crooked Thumb,"555 10th Ave S, Safety Harbor, FL 34695",27.9874923,-82.6987679
Seattle Mariners,,T-Mobile Park,Breakside,"5821 SE International Way, Milwaukie, OR 97222",45.4317535,-122.6032529
Baltimore Orioles,Dogfish Head Namaste,Oriole Park at Camden Yards,Dogfish Head Craft Brewery,"6 Cannery Village Center, Milton, DE 19968",38.7671166,-75.3113509
Baltimore Orioles,Dogfish Head 90 Minute IPA,Oriole Park at Camden Yards,Dogfish Head Craft Brewery,"6 Cannery Village Center, Milton, DE 19968",38.7671166,-75.3113509
Cleveland Indians,Dogfish Head 60 Minute IPA,Progressive Field,Dogfish Head Craft Brewery,"6 Cannery Village Center, Milton, DE 19968",38.7671166,-75.3113509
Pittsburgh Pirates,Dogfish Head Indian Brown Ale,PNC Park,Dogfish Head Craft Brewery,"6 Cannery Village Center, Milton, DE 19968",38.7671166,-75.3113509
Washington Nationals,Dogfish Head Brewery 60 Minute IPA,Nationals Park,Dogfish Head Craft Brewery,"6 Cannery Village Center, Milton, DE 19968",38.7671166,-75.3113509
Kansas City Royals,River North White,Kauffman Stadium,River North Brewery,"6021 Washington St a, Denver, CO 80216",39.712914,-104.9792501
Houston Astros,,Minute Maid Park,Shiner Brewery,"603 E Brewery St, Shiner, TX 77984",29.42254,-97.153946
Milwaukee Brewers,Milwaukee Brewing Company O-Gii,Miller Park,Milwaukee Brewing Company,"613 S 2nd St, Milwaukee, WI 53204",43.0250114,-87.9128665
New York Mets,,Citi Field,Montauk Brewing,"62 S Erie Ave, Montauk, NY 11954",41.0366959,-71.9440878
Washington Nationals,,Nationals Park,3 Stars Brewing,"6400 Chillum Pl NW, Washington, DC 20012",38.9675541,-77.0127607
San Francisco Giants,,Oracle Park,Almanac,"651 W Tower Ave, Alameda, CA 94501",37.7833703,-122.2994436
Cincinnati Reds,Rivertown Blueberry Lager,Great American Ball Park,Rivertown Brewery & Barrel House,"6550 Hamilton Lebanon Rd, Middletown, OH 45044",39.445653,-84.410095
San Diego Padres,Green Flash West Coast I.P.A.,Petco Park,Green Flash Brewing,"6550 Mira Mesa Blvd, San Diego, CA 92121",32.9064756,-117.1781196
Philadelphia Phillies,Ommegang Rare Vos,Citizens Bank Park,Brewery Ommegang,"656 Co Hwy 33, Cooperstown, NY 13326",42.753418,-74.855063
New York Yankees,,Yankee Stadium,Catskill Brewery,"672 Old Rte 17, Livingston Manor, NY 12758",41.911407,-74.827173
San Francisco Giants,,Oracle Park,Local Brewing,"69 Bluxome St, San Francisco, CA 94107",37.776173,-122.3973825
Los Angeles Angels of Anaheim,Bootlegger's Brewery Palomino American Pale Ale,Angel Stadium,Bootlegger's Brewery,"696 Randolph Ave ste b, Costa Mesa, CA 92626",33.676681,-117.8861597
Detroit Tigers,,Comerica Park,Arcadia,"701 E Michigan Ave, Kalamazoo, MI 49007",42.2950789,-85.5715368
Texas Rangers,,Globe Life Park in Arlington,Rahr & Sons Brewing,"701 Galveston Ave, Fort Worth, TX 76104",32.7371,-97.327292
Milwaukee Brewers,,Miller Park,Sprecher Brewery,"701 W Glendale Ave, Milwaukee, WI 53209",43.0992987,-87.9196951
Minnesota Twins,Indeed Dandy Lager,Target Field,Indeed Brewing Company,"711 NE 15th Ave, Minneapolis, MN 55413",45.0033817,-93.2515432
Chicago White Sox,,Guaranteed Rate Field,350 Brewing,"7144 183rd St, Tinley Park, IL 60477",41.5586473,-87.7916029
San Francisco Giants,,Oracle Park,The Bruery,"717 Dunn Way, Placentia, CA 92870",33.8623093,-117.8791616
Detroit Tigers,,Comerica Park,Arbor Brewing Co.,"720 Norris St, Ypsilanti, MI 48198",42.2496554,-83.6102103
San Francisco Giants,,Oracle Park,Russian River Brewing Company,"725 4th St, Santa Rosa, CA 95404",38.4417986,-122.7116634
Kansas City Royals,,Kauffman Stadium,Schlafly Bottleworks,"7260 Southwest Ave, Maplewood, MO 63143",38.613381,-90.3149399
Texas Rangers,,Globe Life Park in Arlington,Kona Brewing Co.,"74-5612 Pawai Pl, Kailua, HI 96740",19.643069,-155.997661
Cincinnati Reds,50 West Wire to Wire Wheat,Great American Ball Park,Fifty West Brewing Company,"7668 Wooster Pike, Cincinnati, OH 45227",39.130695,-84.404663
Chicago Cubs,,Wrigley Field,Brooklyn,"79 N 11th St, Brooklyn, NY 11249",40.7214424,-73.9573563
Arizona Diamondbacks,,Chase Field,SanTan Brewing Company,"8 S San Marcos Pl, Chandler, AZ 85225",33.30324,-111.84255
Arizona Diamondbacks,,Chase Field,Barrio Brewing Co.,"800 E 16th St, Tucson, AZ 85719",32.21442,-110.959534
Colorado Rockies,Odell 90 Shilling Ale,Coors Field,Odell Brewing Company,"800 E Lincoln Ave, Fort Collins, CO 80524",40.5895239,-105.0633327
Texas Rangers,Odell 90 Shilling Ale,Globe Life Park in Arlington,Odell Brewing Company,"800 E Lincoln Ave, Fort Collins, CO 80524",40.5895239,-105.0633327
Chicago White Sox,,Guaranteed Rate Field,Noon Whistle Brewing,"800 Roosevelt Rd c, Lombard, IL 60148",41.8605454,-87.9904354
Miami Marlins,,Marlins Park,Biscayne Bay Brewery,"8000 NW 25th St #500, Doral, FL 33122",25.7958385,-80.3263256
Seattle Mariners,,T-Mobile Park,Ecliptic,"825 N Cook St, Portland, OR 97227",45.54737,-122.6751185
Cleveland Indians,,Progressive Field,Brew Kettle,"8377 Pearl Rd, Strongsville, OH 44136",41.3471323,-81.8224061
Cleveland Indians,The Brew Kettle White Rajah,Progressive Field,The Brew Kettle Brewery,"8377 Pearl Rd, Strongsville, OH 44136",41.3471323,-81.8224061
New York Yankees,,Yankee Stadium,The Bronx Brewery,"856 E 136th St, The Bronx, NY 10454",40.801861,-73.9106405
Baltimore Orioles,The Raven Special Lager,Oriole Park at Camden Yards,RavenBeer,"8901 Yellow Brick Rd suite b, Baltimore, MD 21237",39.3405835,-76.4783348
Baltimore Orioles,,Oriole Park at Camden Yards,RavenBeer,"8901 Yellow Brick Rd suite b, Baltimore, MD 21237",39.3405835,-76.4783348
Chicago Cubs,,Wrigley Field,Cruz Banca,"904 W Randolph St, Chicago, IL 60607",41.8846013,-87.6501403
Arizona Diamondbacks,,Chase Field,Ballast Point,"9045 Carroll Way, San Diego, CA 92121",32.887871,-117.158119
Los Angeles Dodgers,,Dodger Stadium,Ballast Point,"9045 Carroll Way, San Diego, CA 92121",32.887871,-117.158119
San Diego Padres,Ballast Point Brewing Co. Sculpin IPA,Petco Park,Ballast Point,"9045 Carroll Way, San Diego, CA 92121",32.887871,-117.158119
Minnesota Twins,Summit Saga,Target Field,Summit Brewing Company,"910 Montreal Cir, St Paul, MN 55102",44.9139877,-93.1395981
Los Angeles Angels of Anaheim,,Angel Stadium,Artifex,"919 Calle Amanecer A, San Clemente, CA 92673",33.4497548,-117.6088992
Detroit Tigers,,Comerica Park,Brewery Vivant,"925 Cherry St SE, Grand Rapids, MI 49506",42.9598881,-85.6459618
New York Mets,,Citi Field,Mikkeller Brewing ,"9366 Cabot Dr, San Diego, CA 92126",32.8914631,-117.144171
Houston Astros,,Minute Maid Park,Eureka,"941 W 18th St, Houston, TX 77008",29.8019913,-95.4164348
New York Mets,,Citi Field,Interboro,"942 Grand St, Brooklyn, NY 11211",40.713373,-73.934802
Baltimore Orioles,,Oriole Park at Camden Yards,Jailbreak Brewing Company,"9445 Washington Boulevard North F, Laurel, MD 20723",39.126653,-76.822589
Arizona Diamondbacks,,Chase Field,Saint Archer Brewing Co.,"9550 Distribution Ave, San Diego, CA 92121",32.88036,-117.16387
Los Angeles Angels of Anaheim,,Angel Stadium,Saint Archer Brewing Co.,"9550 Distribution Ave, San Diego, CA 92121",32.88036,-117.16387
Los Angeles Angels of Anaheim,,Angel Stadium,Karl Strauss Brewing Company,"9675 Scranton Rd, San Diego, CA 92121",32.8963457,-117.2027066
San Diego Padres,,Petco Park,Karl Strauss Brewing Company,"9675 Scranton Rd, San Diego, CA 92121",32.8963457,-117.2027066
San Diego Padres,,Petco Park,Karl Strauss Brewing Company,"9675 Scranton Rd, San Diego, CA 92121",32.8963457,-117.2027066
Chicago Cubs,,Wrigley Field,3 Floyds,"9750 Indiana Pkwy, Munster, IN 46321",41.534732,-87.51583
Chicago White Sox,,Guaranteed Rate Field,3 Floyds,"9750 Indiana Pkwy, Munster, IN 46321",41.534732,-87.51583
Arizona Diamondbacks,,Chase Field,Hop Valley,"990 W 1st Ave, Eugene, OR 97402",44.058201,-123.107529
San Diego Padres,,Petco Park,AleSmith Brewing Company,"9990 AleSmith Ct, San Diego, CA 92126",32.899613,-117.144916
San Diego Padres,,Petco Park,AleSmith Brewing Company,"9990 AleSmith Ct, San Diego, CA 92126",32.899613,-117.144916
Toronto Blue Jays,Stella Artois,Rogers Centre,Stella Artois,"Aarschotsesteenweg 20, 3000 Leuven, Belgium",50.9387779,4.7358296
Teams,Beers,Stadium,Brewery,Address ,Latitude,Longitude
Toronto Blue Jays,,Rogers Centre,Hoegaarden brewery,"Altenaken 1-3, 3320 Hoegaarden, Belgium",50.7741985,4.9127051
Colorado Rockies,,Coors Field,Sandlot Brewery,"Blake St, Denver, CO 80205",39.7609,-104.986
Kansas City Royals,Duvel,Kauffman Stadium,Brouwerij Duvel Moortgat NV,"Breendonk-Dorp 58, 2870 Puurs, Belgium",51.042933,4.3261157
New York Mets,Spaten-Franziskaner-Br?u Franziskaner Hefe-Weisse,Citi Field,Spaten-Franziskaner-Br?u,"Marsstrasse 46-48, 80335 Munchen, Germany",48.1425891,11.560093
Baltimore Orioles,Band of Brewers Third Shift,Oriole Park at Camden Yards,Band of Brewers,,,
Cincinnati Reds,,Great American Ball Park,Hudy,,,
Kansas City Royals,,Kauffman Stadium,Sol Chelada,,,
Miami Marlins,,Marlins Park,Litehaus Pilsner,,,
Milwaukee Brewers,,Miller Park,Hofbrau,,,
Milwaukee Brewers,,Miller Park,Tierra Buena,,,
Minnesota Twins,North Lake Brewing Company Honey Brown Lager,Target Field,North Lake Brewing Company,,,
Pittsburgh Pirates,,PNC Park,Troegs Independent Brewing,,,
San Diego Padres,,Petco Park,Mermaid Brewing,,,
